"Segment","Symbol","Net Qty","Prev. Close (₹)","Realized Profit/Loss  (₹)","Unrealized Profit/Loss  (₹)","Profit/Loss (₹)","Buy Qty","Buy Rate (₹)","Sell Qty","Sell Rate (₹)","Open Qty","Open Rate (₹)"
"NSE_FNO","NSE:NIFTY23FEB18000CE","0","0","-2440","0","-2440","100","103.4","100","79","0","0"
"NSE_FNO","NSE:NIFTY23FEB18250CE","0","0","1090","0","1090","200","13.3","200","18.75","0","0"
"NSE_FNO","NSE:NIFTY23FEB18300CE","0","0","-2732.5","0","-2732.5","250","28.66","250","17.73","0","0"
"NSE_FNO","NSE:NIFTY23FEB19000CE","0","0","70","0","70","200","1.35","200","1.7","0","0"
"NSE_FNO","NSE:NIFTY23FEBFUT","0","0","185","0","185","150","18131.4167","150","18132.65","0","0"
"NSE_FNO","NSE:NIFTY23JAN18000CE","0","0","-3695","0","-3695","100","183.5","100","146.55","0","0"
"NSE_FNO","NSE:NIFTY23JAN18300CE","0","0","3210","0","3210","200","35.4","200","51.45","0","0"
"NSE_FNO","NSE:NIFTY23JAN18400CE","0","0","-255","0","-255","100","25.2","100","22.65","0","0"
"NSE_FNO","NSE:NIFTY23MAR15600PE","0","0","-130","0","-130","200","3.1","200","2.45","0","0"
"NSE_FNO","NSE:NIFTY23MAR15700PE","0","0","-380","0","-380","200","3","200","1.1","0","0"
"NSE_FNO","NSE:NIFTY23MAR16600PE","0","0","4495","0","4495","400","17.9375","400","29.175","0","0"
"NSE_FNO","NSE:NIFTY23MAR16700PE","0","0","-215","0","-215","100","22.85","100","20.7","0","0"
"NSE_FNO","NSE:NIFTY23MAR16850PE","0","0","-1202.5","0","-1202.5","100","39","100","26.975","0","0"
"NSE_FNO","NSE:NIFTY23MAR16900CE","0","0","2425","0","2425","100","237.3","100","261.55","0","0"
"NSE_FNO","NSE:NIFTY23MAR17100PE","0","0","777.5","0","777.5","100","101.3","100","109.075","0","0"
"NSE_FNO","NSE:NIFTY23MAR17150CE","0","0","-1650","0","-1650","100","101.35","100","84.85","0","0"
"NSE_FNO","NSE:NIFTY23MAR17300PE","0","0","-1987.5","0","-1987.5","100","226.925","100","207.05","0","0"
"NSE_FNO","NSE:NIFTY23MAR17400CE","0","0","720","0","720","100","24.55","100","31.75","0","0"
"NSE_FNO","NSE:NIFTY23MAR17500CE","0","0","2525","0","2525","400","21.4625","400","27.775","0","0"
"NSE_FNO","NSE:NIFTY23MAR17800PE","0","0","10215","0","10215","200","225.45","200","276.525","0","0"
"NSE_FNO","NSE:NIFTY23MAR18500CE","0","0","-275","0","-275","400","1.9625","400","1.275","0","0"
"NSE_FNO","NSE:TECHM22SEP1060CE","0","0","-1950","0","-1950","600","31.25","600","28","0","0"
"NSE_FNO","NSE:TECHM22SEP1220CE","0","0","30","0","30","1800","3.15","1800","3.1667","0","0"
